epoch,train_loss,val_loss,auc,eer
1,0.13412951437587087,0.7704316282272339,0.8509685950413223,0.18363636363636365
2,0.013499907701784237,1.8127740842645819,0.4579801652892562,0.5590909090909091
3,0.010970724842997945,1.344194599498402,0.5173752066115702,0.5581818181818182
4,0.014093773347188041,1.0503799217397516,0.6089619834710744,0.4572727272727273
5,0.0017248808664523743,1.872268862290816,0.43066115702479335,0.5927272727272728
6,0.00045003327414054763,1.9137345452742143,0.46921818181818187,0.5554545454545454
7,0.002907668611958136,1.4249833713878284,0.6058809917355372,0.47
8,0.01631537824869156,0.9554887975345958,0.6718247933884298,0.3827272727272727
9,0.0012446744393012274,1.4889325150576505,0.5974198347107438,0.48
10,0.0009529632971151097,1.4686389498277144,0.5882380165289257,0.4763636363636364
11,0.0024466375175755026,1.4471593830802223,0.5684528925619834,0.4909090909090909
12,0.00013734505809969217,1.5466209004142069,0.5537504132231406,0.5063636363636363
13,0.00013522093686994842,1.2672313430092552,0.6554347107438017,0.4
14,0.0014618740205365943,1.0958696946230801,0.6519735537190082,0.38363636363636366
15,0.009694068251463414,1.719201590798118,0.5057652892561983,0.5218181818181818
16,0.002097529307621616,1.111182545748624,0.6028628099173554,0.4318181818181818
17,0.00016750941705553983,1.9384843158721923,0.41031404958677686,0.6154545454545455
18,0.0001395541034385546,1.1397031957452948,0.6623768595041322,0.3936363636363636
19,0.00367949072586436,0.877763445594094,0.742995041322314,0.33454545454545453
20,0.0011939410792911075,1.1970743439414284,0.6081851239669421,0.4581818181818182
